abial	阿扁
tianlen	天人
tianlengne	天冷了
tianlengre	天冷了
tianletial	舔了舔
tianlialg	天亮
tianlialgle	天亮了
tianliangne	天亮了
tianliangre	天亮了
tianlilg	天灵
tianlingsi	天宁寺
tianliu	天牛
tianlolg	天龙
tianlual	添乱
tianlui	天瑞
tianlul	天伦
tianmafal	添麻烦
tianmahan	添麻烦
tianmaicfang	填埋场
tianmaichalg	填埋场
tianmal	填满
tianmel	天门
tianmeldong	天门冬
tianmelshan	天门山
tianmelshi	天门市
tianmendolg	天门冬
tianmensfan	天门山
tianmensfi	天门市
tianmenshal	天门山
tianmialjiang	甜面酱
tianmianjialg	甜面酱
tianmil	天敏
tianmilg	天命
tianmufu	天目湖
tianmusfan	天目山
tianmushal	天目山
tiannai	天籁
tiannal	天南
tiannang	天狼
tiannangxing	天狼星
tiannanse	天蓝色
tiannao	天牢
tiannaoer	天老儿
tianneng	天冷
tiannengle	天冷了
tiannetian	舔了舔
tiannial	天年
tianniang	天亮
tianniangle	天亮了
tiannilg	天宁
tiannilgsi	天宁寺
tiannuan	添乱
tiannun	天伦
tiannuo	田螺
tianpelg	天蓬
tianpil	甜品
tianpilg	天平
tianpilgshang	天平上
tianpingsfang	天平上
tianpingshalg	天平上
tianqial	天堑
tianqialg	天强
tianqifao	天气好
tianqile	天气热
tianqilg	天晴
tianqiolg	天穹
tianqual	天全
tianra	天啦
tianrai	天籁
tianral	天然
tianrallin	天然林
tianralqi	天然气
tianralshui	天然水
tianrangxing	天狼星
tianranlil	天然林
tianrannin	天然林
tianranrin	天然林
tianransfui	天然水
tianrao	天牢
tianraoer	天老儿
tianrei	天雷
tianrel	天人
tianreng	天冷
tianrengle	天冷了
tianretian	舔了舔
tianriang	天亮
tianriangle	天亮了
tianriao	填料
tianring	天灵
tianrong	天龙
tianruan	添乱
tiansfa	天煞
tiansfan	天山
tiansfang	天上
tiansfangfei	天上飞
tiansfangyou	天上有
tiansfanlu	天山路
tiansfen	天神
tiansfeng	天生
tiansfengqiao	天生桥
tiansfi	天使
tiansfimeng	天使萌
tiansfu	天数
tiansfuishi	天水市
tiansfun	天顺
tiansfuo	天说
tianshal	天山
tianshalg	天上
tianshalgfei	天上飞
tianshalgyou	天上有
tianshallu	天山路
tianshanghei	天上飞
tianshannu	天山路
tianshanru	天山路
tianshel	天神
tianshelg	天生
tianshelgqiao	天生桥
tianshimelg	天使萌
tianshuisfi	天水市
tianshul	天顺
tiansual	甜酸
tiantaisfan	天台山
tiantaishal	天台山
tiantaixial	天台县
tiantaizolg	天台宗
tiantal	天坛
tiantalg	天堂
tiantalgniao	天堂鸟
tiantangliao	天堂鸟
tiantial	天天
tiantialde	甜甜的
tiantialdou	天天都
tiantialhao	天天好
tiantialkan	天天看
tiantiallai	天天来
tiantialquan	甜甜圈
tiantialzai	天天在
tiantianfao	天天好
tiantiankal	天天看
tiantiannai	天天来
tiantianqual	甜甜圈
tiantianrai	天天来
tiantilg	天庭
tiantolg	甜筒
tiantolgyuan	天通苑
tiantongyual	天通苑
tianwaitial	天外天
tianwalg	天王
tianwalgdian	天王殿
tianwalgxing	天王星
tianwangdial	天王殿
tianwangxilg	天王星
tianweiel	甜味儿
tianwel	天文
tianwelguan	天文馆
tianweltai	天文台
tianwelxue	天文学
tianwengual	天文馆
tianxial	天线
tianxialg	天象
tianxialsheng	田先生
tianxiansfeng	田先生
tianxianshelg	田先生
tianxiasfi	天下事
tianxil	甜心
tianxilg	天性
tianxilgjian	天行健
tianxingjial	天行健
tianxual	天选
tianyal	天眼
tianyalg	田阳
tianyasfi	填鸭式
tianyeni	田野里
tianyeri	田野里
tianyesfang	田野上
tianyeshalg	田野上
tianyijilg	天已经
tianyil	天阴
tianyilg	天鹰
tianyilwei	天音唯
tianyual	田园
tianyul	天云
tianzalg	天葬
tianzfai	田宅
tianzfang	天章
tianzfe	舔着
tianzfen	天真
tianzfeng	天正
tianzfi	添置
tianzfidao	天知道
tianzfou	甜粥
tianzfu	天主
tianzfujiao	天主教
tianzfukui	天竺葵
tianzfushan	天柱山
tianzhalg	天章
tianzhel	天真
tianzhelg	天正
tianzhusfan	天柱山
tianzhushal	天柱山
tianzisfan	天子山
tianzishal	天子山
tianzolg	天纵
tianzul	天尊
tiaoal	调暗
tiaobal	跳板
tiaobuzfa	跳布扎
tiaocfe	调车
tiaocfeng	调成
tiaocfu	跳出
tiaocfulai	跳出来
tiaocfule	跳出了
tiaochelg	调成
tiaochunai	跳出来
tiaochune	跳出了
tiaochurai	跳出来
tiaochure	跳出了
tiaocuoel	挑错儿
tiaodal	挑担
tiaodalialg	挑大梁
tiaodaniang	挑大梁
tiaodariang	挑大梁
tiaodelg	挑灯
tiaodolg	跳动
tiaodolgzhe	跳动着
tiaodongzfe	跳动着
tiaofal	跳反
tiaofao	调好
tiaofe	调和
tiaofeyou	调和油
tiaofua	挑花
tiaofui	跳回
tiaogal	条干
tiaogaone	调高了
tiaogaore	调高了
tiaogelg	调羹
tiaogualg	调光
tiaohan	跳反
tiaojial	条件
tiaojialxia	条件下
tiaojieha	调节阀
tiaojiesfu	调解书
tiaojiesfui	调节税
tiaojiexilg	调节性
tiaojieyual	调解员
tiaojil	跳进
tiaojiusfi	调酒师
tiaokal	调侃
tiaokolg	调控
tiaokual	条款
tiaolifua	条理化
tiaolilg	条令
tiaolixilg	条理性
tiaolu	跳入
tiaomal	条漫
tiaomilg	挑明
tiaone	跳了
tiaoniao	调料
tiaonihua	条理化
tiaoning	条令
tiaonixing	条理性
tiaonou	跳楼
tiaopil	调频
tiaoqilg	调情
tiaoqinai	跳起来
tiaoqirai	跳起来
tiaoral	挑染
tiaori	条例
tiaoriao	调料
tiaorihua	条理化
tiaoring	条令
tiaorixing	条理性
tiaorou	跳楼
tiaosal	跳伞
tiaosebal	调色板
tiaosfa	跳杀
tiaosfang	跳上
tiaosfe	条蛇
tiaosfeng	跳绳
tiaosfenme	挑什么
tiaosfi	调试
tiaosfier	挑事儿
tiaosfiqi	调试器
tiaosfu	条数
tiaosfui	跳水
tiaosfuidui	跳水队
tiaoshalg	跳上
tiaoshelg	跳绳
tiaoshelme	挑什么
tiaoshiel	挑事儿
tiaotilg	调停
tiaowalg	眺望
tiaowalgzhe	眺望着
tiaowangzfe	眺望着
tiaoweiniao	调味料
tiaoweipil	调味品
tiaoweiriao	调味料
tiaoweizfi	调味汁
tiaowel	条纹
tiaoxial	跳线
tiaoxianai	跳下来
tiaoxiarai	跳下来
tiaoxil	挑衅
tiaoxilde	挑衅的
tiaoxilg	条形
tiaoxilgma	条形码
tiaoxual	挑选
tiaoxualchu	挑选出
tiaoxualle	挑选了
tiaoxuancfu	挑选出
tiaoxuanne	挑选了
tiaoxuanre	挑选了
tiaoyalg	调养
tiaoyil	调音
tiaoyiltai	调音台
tiaoyual	跳远
tiaoyuesfi	跳跃式
tiaoyuezfe	跳跃着
tiaoyul	调匀
tiaozfa	跳闸
tiaozfan	挑战
tiaozfanbei	挑战杯
tiaozfansai	挑战赛
tiaozfanxing	挑战性
tiaozfanzhe	挑战者
tiaozfe	跳着
tiaozfen	跳帧
tiaozfeng	调整
tiaozfengdao	调整到
tiaozfenghao	调整好
tiaozfenghou	调整后
tiaozfengle	调整了
tiaozfengqi	调整期
tiaozfengqian	调整前
tiaozfi	调制
tiaozfiqi	调制器
tiaozfong	挑中
tiaozfuan	跳转
tiaozfuandao	跳转到
tiaozfuang	条状
tiaozhal	挑战
tiaozhalbei	挑战杯
tiaozhalsai	挑战赛
tiaozhalxing	挑战性
tiaozhalzhe	挑战者
tiaozhanxilg	挑战性
tiaozhanzfe	挑战者
tiaozhel	跳帧
tiaozhelg	调整
tiaozhelgdao	调整到
tiaozhelghao	调整好
tiaozhelghou	调整后
tiaozhelgle	调整了
tiaozhelgqi	调整期
tiaozhelgqian	调整前
tiaozhengfao	调整好
tiaozhengfou	调整后
tiaozhengne	调整了
tiaozhengqial	调整前
tiaozhengre	调整了
tiaozholg	挑中
tiaozhual	跳转
tiaozhualdao	跳转到
tiaozhualg	条状
tibucfu	提不出
ticaiwalg	体彩网
ticfa	体察
ticfang	提倡
ticfe	提车
ticfeng	提成
ticfu	提出
ticfudui	提出对
ticfulai	提出来
ticfule	提出了
ticfun	提纯
ticfuzhe	提出者
tichalg	提倡
tichelg	提成
tichul	提纯
tichunai	提出来
tichune	提出了
tichurai	提出来
tichure	提出了
tichuzfe	提出者
ticul	提存
tidaipil	替代品
tidaixilg	替代性
tidal	提单
tidalg	提档
tidaojilg	剃刀鲸
tidaone	提到了
tidaore	提到了
tidial	提点
tiebal	铁板
tiebalg	铁棒
tiebalshao	铁板烧
tiebansfao	铁板烧
tiebiaoqial	贴标签
tiebilg	铁饼
tiecaldou	铁蚕豆
tiecfang	铁厂
tiecfu	贴出
tiecfuang	铁窗
tiecfui	铁锤
tiecfulai	贴出来
tiechalg	铁厂
tiechualg	铁窗
tiechunai	贴出来
tiechurai	贴出来
tiecizfuan	贴瓷砖
tiecizhual	贴瓷砖
tiedal	铁蛋
tiedilg	铁定
tiedolgqu	铁东区
tiefalwan	铁饭碗
tiefan	铁汉
tiefanwal	铁饭碗
tiefao	贴好
tiefe	贴合
tiefejin	铁合金
tiefel	铁粉
tiefua	贴花
tiefuan	铁环
tiefui	铁灰
tiegal	铁杆
tiegemel	铁哥们
tiegual	铁管
tiegualyin	铁观音
tieguanyil	铁观音
tiegul	铁棍
tiehal	铁汉
tiehanwan	铁饭碗
tiehejil	铁合金
tiehen	铁粉
tiehual	铁环
tiejial	铁剑
tiejialg	铁匠
tiejialgpu	铁匠铺
tiejil	贴近
tiejilgang	铁金刚
tiejilgfen	铁精粉
tiejingalg	铁金刚
tiejingfel	铁精粉
tiejinghen	铁精粉
tiejul	铁军
tiekualg	铁矿
tiekualgshi	铁矿石
tiekuangsfi	铁矿石
tiel	蹄儿
tielen	铁人
tielexil	铁了心
tielial	铁链
tielilg	铁岭
tielilgshi	铁岭市
tielingsfi	铁岭市
tielolg	铁笼
tieluwalg	铁路网
tieluxial	铁路线
tiemal	贴满
tiemel	铁门
tiemial	贴面
tiemialban	贴面板
tiemianbal	贴面板
tiemuel	帖木儿
tiemuzfen	铁木真
tiemuzhel	铁木真
tienai	贴来
tiene	贴了
tienexin	铁了心
tieni	铁力
tienian	铁链
tienilg	铁凝
tieningshi	铁岭市
tienong	铁笼
tienu	铁路
tienuju	铁路局
tienuqiao	铁路桥
tienuwang	铁路网
tienuxian	铁路线
tienv	铁律
tiepial	贴片
tiepialji	贴片机
tiepuel	贴谱儿
tieqialg	贴墙
tieqilg	铁青
tieqilgzhe	铁青着
tieqingzfe	铁青着
tiequal	铁拳
tierai	贴来
tiere	贴了
tierel	铁人
tierexin	铁了心
tieri	铁力
tierian	铁链
tiering	铁岭
tieringshi	铁岭市
tierong	铁笼
tieruju	铁路局
tieruqiao	铁路桥
tieruwang	铁路网
tieruxian	铁路线
tierv	铁律
tiesaljiao	铁三角
tiesfang	贴上
tiesfanglai	贴上来
tiesfangqu	贴上去
tiesfen	贴身
tiesfeng	铁生
tiesfi	贴士
tiesfu	铁树
tiesfui	贴水
tieshalg	贴上
tieshalglai	贴上来
tieshalgqu	贴上去
tieshangnai	贴上来
tieshangrai	贴上来
tieshel	贴身
tieshelg	铁生
tiesiwalg	铁丝网
tietolg	铁通
tiewal	铁腕
tiewalg	铁网
tiexial	贴现
tiexiallv	贴现率
tiexiannv	贴现率
tiexianrv	贴现率
tiexil	贴心
tiexilren	贴心人
tiexinlen	贴心人
tiexinrel	贴心人
tieyalgti	铁氧体
tiezfalan	铁栅栏
tiezfe	贴着
tiezfen	铁砧
tiezfeng	铁证
tiezfi	贴纸
tiezfu	贴住
tiezhalal	铁栅栏
tiezhanan	铁栅栏
tiezharan	铁栅栏
tiezhel	铁砧
tiezhelg	铁证
tifai	题海
tifao	题号
tifua	提花
tifuan	替换
tifuancheng	替换成
tifuandiao	替换掉
tifuanwei	替换为
tifui	体会
tifuichu	体会出
tifuidao	体会到
tifuo	提货
tifuodan	提货单
tigal	体感
tigalg	提纲
tigaobal	提高班
tigaone	提高了
tigaore	提高了
tigaoxilg	提高性
tigexilg	提个醒
tigolg	提供
tigolgfang	提供方
tigolggei	提供给
tigolgle	提供了
tigolgren	提供人
tigolgshang	提供商
tigolgzhe	提供者
tigongfalg	提供方
tigonghang	提供方
tigonglen	提供人
tigongne	提供了
tigongre	提供了
tigongrel	提供人
tigongsfang	提供商
tigongshalg	提供商
tigongzfe	提供者
tiha	体罚
tihei	踢飞
tihual	替换
tihualcheng	替换成
tihualdiao	替换掉
tihualwei	替换为
tihuancfeng	替换成
tihuanchelg	替换成
tihuicfu	体会出
tihuodal	提货单
tijial	体检
tijialbiao	体检表
tijialfei	体检费
tijialyi	提建议
tijialzi	踢毽子
tijianhei	体检费
tijiaobal	踢脚板
tijiaolen	提交人
tijiaorel	提交人
tijiaoxial	踢脚线
tijiaozfe	提交者
tijidul	体积吨
tijil	蹄筋
tikual	提款
tikualji	提款机
tilal	提篮
tilen	替人
tileng	体能
tilg	听
tilgba	挺拔
tilgban	停办
tilgbian	庭辩
tilgbo	停播
tilgbu	听不
tilgbuchu	听不出
tilgbucuo	挺不错
tilgbudao	听不到
tilgbudong	听不懂
tilgbujian	听不见
tilgbujin	听不进
tilgbuqing	听不清
tilgcha	挺差
tilgchade	挺差的
tilgchan	停产
tilgche	停车
tilgchechang	停车场
tilgchedai	停车带
tilgchefei	停车费
tilgcheku	停车库
tilgchewei	停车位
tilgchu	听出
tilgchulai	听出来
tilgcong	听从
tilgcuo	听错
tilgda	挺大
tilgdai	停贷
tilgdaijin	挺带劲
tilgdang	停当
tilgdao	听到
tilgdaole	听到了
tilgde	听得
tilgdechu	听得出
tilgdedao	听得到
tilgdedong	听得懂
tilgdege	听的歌
tilgdejian	听得见
tilgdi	挺低
tilgdian	停电
tilgdianle	停电了
tilgdiao	停掉
tilgdong	听懂
tilgdun	停顿
tilgdunle	停顿了
tilgduo	挺多
tilgfa	停发
tilgfang	停放
tilgfeng	听风
tilgfu	停服
tilggao	挺高
tilggaoxing	挺高兴
tilgge	听歌
tilggeng	停更
tilggong	停工
tilgguangbo	听广播
tilgguangrong	挺光荣
tilgguo	听过
tilgguolai	挺过来
tilgguole	听过了
tilggushi	听故事
tilghai	听海
tilghang	停航
tilghao	挺好
tilghaode	挺好的
tilghou	听后
tilghua	听话
tilghuai	挺坏
tilghuo	停火
tilgji	停机
tilgjian	听见
tilgjiang	听讲
tilgjin	挺进
tilgjing	停经
tilgjiping	停机坪
tilgju	厅局
tilgjue	听觉
tilgjuede	听觉的
tilgjuji	厅局级
tilgkai	停开
tilgkan	停刊
tilgkao	停靠
tilgkaozai	停靠在
tilgkaozhan	停靠站
tilgke	听课
tilgkeai	挺可爱
tilgkezheng	听课证
tilgkuai	挺快
tilgkuo	挺括
tilglai	听来
tilglao	听老
tilgle	听了
tilglei	烃类
tilgli	听力
tilgliu	停留
tilgma	听吗
tilgmei	挺美
tilgming	听命
tilgmingbai	听明白
tilgmingyu	听命于
tilgna	听那
tilgnan	挺难
tilgnei	厅内
tilgni	听你
tilgpai	停牌
tilgpengyou	听朋友
tilgping	听凭
tilgqi	挺起
tilgqian	庭前
tilgqiao	挺巧
tilgqilai	听起来
tilgqing	听清
tilgqingchu	听清楚
tilgqu	听取
tilgquan	听劝
tilgqule	听取了
tilgren	听人
tilgsai	停赛
tilgshang	厅上
tilgshangqu	听上去
tilgshei	听谁
tilgshen	挺身
tilgshenzhong	庭审中
tilgshi	停驶
tilgshou	停售
tilgshui	停水
tilgshuo	听说
tilgshuoguo	听说过
tilgshuole	听说了
tilgshuoni	听说你
tilgshuoshi	听说是
tilgshuoyou	听说有
tilgshuozai	听说在
tilgshushi	挺舒适
tilgta	听他
tilgtai	亭台
tilgtamen	听他们
tilgtang	厅堂
tilgtao	听涛
tilgting	听听
tilgtong	听筒
tilgtongku	挺痛苦
tilgwai	厅外
tilgwan	听完
tilgwei	廷尉
tilgwen	听闻
tilgwo	听我
tilgwoshuo	听我说
tilgxi	停息
tilgxia	停下
tilgxialai	停下来
tilgxiang	挺想
tilgxie	听写
tilgxihuan	挺喜欢
tilgxin	听信
tilgxiner	听信儿
tilgxiong	挺胸
tilgyao	停药
tilgyaohou	停药后
tilgye	停业
tilgyin	听音
tilgyinyue	听音乐
tilgyiting	听一听
tilgyixia	听一下
tilgyong	停用
tilgyou	挺有
tilgyu	听雨
tilgyuan	庭院
tilgyuandeng	庭院灯
tilgyuanli	庭院里
tilgyun	停运
tilgyuxuan	听雨轩
tilgzai	停在
tilgzhan	停战
tilgzhang	厅长
tilgzhe	听着
tilgzhen	听诊
tilgzheng	听证
tilgzhenghui	听证会
tilgzhenqi	听诊器
tilgzhi	停止
tilgzhide	停滞的
tilgzhiguo	停止过
tilgzhile	停止了
tilgzhong	听众
tilgzhu	停住
tilgzhuan	停转
tilgzhuang	挺壮
tilgzi	亭子
tilial	提炼
tilialchu	提炼出
tilialg	体谅
tiliancfu	提炼出
tilifuo	体力活
tilin	替您
tiluo	体弱
tiluozhe	体弱者
timial	体面
timilg	提名
timilgjiang	提名奖
timingjialg	提名奖
timusfi	题目是
tina	提拉
tinan	提篮
tine	提了
tinelg	体能
tingbal	停办
tingbial	庭辩
tingbucfu	听不出
tingbudolg	听不懂
tingbujial	听不见
tingbujil	听不进
tingbuqilg	听不清
tingcfa	挺差
tingcfade	挺差的
tingcfan	停产
tingcfe	停车
tingcfechang	停车场
tingcfedai	停车带
tingcfefei	停车费
tingcfeku	停车库
tingcfewei	停车位
tingcfu	听出
tingcfulai	听出来
tingchal	停产
tingchecfang	停车场
tingchechalg	停车场
tingchehei	停车费
tingchunai	听出来
tingchurai	听出来
tingcolg	听从
tingdaijil	挺带劲
tingdalg	停当
tingdaone	听到了
tingdaore	听到了
tingdecfu	听得出
tingdedolg	听得懂
tingdejial	听得见
tingdial	停电
tingdialle	停电了
tingdianne	停电了
tingdianre	停电了
tingdolg	听懂
tingdul	停顿
tingdulle	停顿了
tingdunne	停顿了
tingdunre	停顿了
tingfai	听海
tingfalg	停放
tingfao	挺好
tingfaode	挺好的
tingfelg	听风
tingfou	听后
tingfua	听话
tingfuai	挺坏
tingfuo	停火
tinggaoxilg	挺高兴
tinggelg	停更
tinggolg	停工
tinggualgbo	听广播
tinggualgrong	挺光荣
tingguanglong	挺光荣
tingguangrolg	挺光荣
tingguonai	挺过来
tingguone	听过了
tingguorai	挺过来
tingguore	听过了
tinggusfi	听故事
tingha	停发
tinghalg	停航
tingheng	听风
tinghu	停服
tingjial	听见
tingjialg	听讲
tingjil	挺进
tingjilg	停经
tingjipilg	停机坪
tingkal	停刊
tingkaozfan	停靠站
tingkaozhal	停靠站
tingkezfeng	听课证
tingkezhelg	听课证
tingla	听那
tinglen	听人
tingmilg	听命
tingmilgbai	听明白
tingmilgyu	听命于
tingnai	听来
tingnal	挺难
tingnao	听老
tingne	听了
tingniu	停留
tingpelgyou	听朋友
tingpilg	听凭
tingqial	庭前
tingqilg	听清
tingqilgchu	听清楚
tingqinai	听起来
tingqingcfu	听清楚
tingqirai	听起来
tingqual	听劝
tingqune	听取了
tingqure	听取了
tingrai	听来
tingrao	听老
tingrei	烃类
tingrel	听人
tingri	听力
tingriu	停留
tingsfang	厅上
tingsfangqu	听上去
tingsfei	听谁
tingsfen	挺身
tingsfenzhong	庭审中
tingsfi	停驶
tingsfou	停售
tingsfui	停水
tingsfuo	听说
tingsfuoguo	听说过
tingsfuole	听说了
tingsfuoni	听说你
tingsfuoshi	听说是
tingsfuoyou	听说有
tingsfuozai	听说在
tingsfushi	挺舒适
tingshalg	厅上
tingshalgqu	听上去
tingshel	挺身
tingshelzhong	庭审中
tingshenzfong	庭审中
tingshenzholg	庭审中
tingshuoli	听说你
tingshuone	听说了
tingshuore	听说了
tingshuosfi	听说是
tingshusfi	挺舒适
tingtalg	厅堂
tingtamel	听他们
tingtilg	听听
tingtolg	听筒
tingtolgku	挺痛苦
tingwal	听完
tingwel	听闻
tingwosfuo	听我说
tingxialg	挺想
tingxianai	停下来
tingxiarai	停下来
tingxifuan	挺喜欢
tingxihual	挺喜欢
tingxil	听信
tingxiler	听信儿
tingxinel	听信儿
tingxiolg	挺胸
tingyaofou	停药后
tingyil	听音
tingyilyue	听音乐
tingyitilg	听一听
tingyolg	停用
tingyual	庭院
tingyualdeng	庭院灯
tingyualli	庭院里
tingyuandelg	庭院灯
tingyuanni	庭院里
tingyuanri	庭院里
tingyul	停运
tingyuxual	听雨轩
tingzfan	停战
tingzfang	厅长
tingzfe	听着
tingzfen	听诊
tingzfeng	听证
tingzfenghui	听证会
tingzfenqi	听诊器
tingzfi	停止
tingzfide	停滞的
tingzfiguo	停止过
tingzfile	停止了
tingzfong	听众
tingzfu	停住
tingzfuan	停转
tingzfuang	挺壮
tingzhal	停战
tingzhalg	厅长
tingzhel	听诊
tingzhelg	听证
tingzhelghui	听证会
tingzhelqi	听诊器
tingzhengfui	听证会
tingzhine	停止了
tingzhire	停止了
tingzholg	听众
tingzhual	停转
tingzhualg	挺壮
tinianchu	提炼出
tiniang	体谅
tinihuo	体力活
tinil	替您
tiniu	提留
tiqial	提前
tiqialdao	提前到
tiqialpi	提前批
tiqil	提亲
tiqilg	提请
tiqinai	提起来
tiqirai	提起来
tiqual	提权
tira	提拉
tiran	提篮
tirel	替人
tiri	体力
tirian	提炼
tirianchu	提炼出
tiriang	体谅
tirihuo	体力活
tiriu	提留
tiruozfe	体弱者
tisfang	提上
tisfen	替身
tisfeng	提升
tisfengdao	提升到
tisfengji	提升机
tisfi	提示
tisfici	提示词
tisfifu	提示符
tisfikuang	提示框
tisfixing	提示性
tisfiyin	提示音
tisfiyu	提示语
tisfou	提手
tisfui	提水
tishalg	提上
tishel	替身
tishelg	提升
tishelgdao	提升到
tishelgji	提升机
tishihu	提示符
tishikualg	提示框
tishixilg	提示性
tishiyil	提示音
tital	体坛
titalg	倜傥
titamel	替他们
titial	梯田
titul	提臀
tiwaifua	题外话
tiwal	踢完
tiweiel	提味儿
tiweiha	体位法
tiwel	提问
tiwelji	体温计
tiwelti	提问题
tiwelzhe	提问者
tiwenzfe	提问者
tixial	体现
tixialchu	体现出
tixialg	体香
tixialle	体现了
tixialzai	体现在
tixialzhe	体现着
tixiancfu	体现出
tixianne	体现了
tixianre	体现了
tixianzfe	体现着
tixifua	体系化
tixilg	提醒
tixilgnin	提醒您
tixilgshuo	提醒说
tixilgzhe	提醒着
tixinglin	提醒您
tixingnil	提醒您
tixingsfuo	提醒说
tixingzfe	提醒着
tixul	提讯
tiyal	体验
tiyaldao	体验到
tiyalshi	体验式
tiyalzhe	体验着
tiyansfi	体验式
tiyanzfe	体验着
tiyijial	提意见
tiyual	体院
tiyucfang	体育场
tiyuchalg	体育场
tiyufui	体育会
tiyugual	体育馆
tiyunei	体育类
tiyurei	体育类
tizfe	提着
tizfege	提这个
tizfen	提振
tizfeng	体征
tizfi	体制
tizfixing	体制性
tizfong	体重
tizfu	题注
tizfuang	体壮
tizhel	提振
tizhelg	体征
tizhixilg	体制性
tizholg	体重
tizhualg	体壮
tizuiyalg	替罪羊
tolg	同
tolga	痛啊
tolgan	同安
tolgange	童安格
tolganqu	同安区
tolgbai	桐柏
tolgban	同伴
tolgbanmen	同伴们
tolgbanzhi	铜版纸
tolgbao	通报
tolgbaode	同胞的
tolgbaohui	通报会
tolgbaole	通报了
tolgbaomen	同胞们
tolgbei	同被
tolgbi	同比
tolgbian	通便
tolgbing	通病
tolgbo	铜箔
tolgbu	同步
tolgbuguo	通不过
tolgbuhua	同步化
tolgbuqi	同步器
tolgbusuo	同步锁
tolgcai	铜材
tolgchang	通常
tolgchanghui	通常会
tolgchangshi	通常是
tolgchangyou	通常由
tolgchangzai	通常在
